代码,股票代码,名称,最新价,涨跌额,涨跌幅,buy,sell,昨收,今开,最高,最低,成交量,成交额,ticktime,市盈率,市净率,总市值,流通市值,换手率,交易所
sz301503,301503,智迪科技,32.67,-0.53,-1.596,32.670,32.700,33.2,34.26,35.75,32.51,2238900,75771205,16:29:15,24.564,2.382,261360.0,106112.16,6.89317,深交所
sh600639,600639,浦东金桥,9.86,-0.16,-1.597,9.860,9.880,10.02,10.04,10.06,9.85,4351919,43206442,15:00:01,10.222,0.735,1106699.112498,838333.389158,0.51185,上交所
sh600860,600860,京城股份,9.24,-0.15,-1.597,9.240,9.250,9.39,9.39,9.41,9.06,5402000,49693230,15:00:03,-92.4,6.128,505877.052912,410293.688112,1.21655,上交所
sz300813,300813,泰林生物,21.55,-0.35,-1.598,21.540,21.550,21.9,22.0,22.08,21.25,1659408,35785078,16:29:15,153.929,3.239,261184.316945,163890.062315,2.18197,深交所
sh603077,603077,和邦生物,2.46,-0.04,-1.6,2.460,2.470,2.5,2.49,2.51,2.42,126373585,310921422,15:00:01,-36.607,1.225,2172598.133088,2172598.133088,1.43091,上交所
sh603195,603195,公牛集团,41.73,-0.68,-1.603,41.730,41.740,42.41,42.41,42.47,41.6,6147540,257503007,15:00:03,18.465,4.235,7544406.502074,7514172.224052,0.3414,上交所
sz002981,002981,朝阳科技,27.0,-0.44,-1.603,27.000,27.010,27.44,27.08,27.76,26.7,7090000,191496862,15:00:00,50.0,3.491,371212.5105,322425.9405,5.93718,深交所
sz300999,300999,金龙鱼,27.0,-0.44,-1.603,26.990,27.000,27.44,27.17,27.95,26.9,14447826,393093130,16:29:00,46.552,1.496,14638297.1472,1465147.1619,2.66247,深交所
sz301257,301257,普蕊斯,41.74,-0.68,-1.603,41.710,41.750,42.42,42.44,42.67,40.93,2165620,90342557,16:29:00,30.246,2.573,329765.90998,314328.01619,2.87575,深交所
sh600157,600157,永泰能源,1.84,-0.03,-1.604,1.840,1.850,1.87,1.85,1.86,1.81,1095833187,2012303933,15:00:02,193.684,0.856,4014468.60268,4014468.60268,5.02266,上交所
sz002268,002268,电科网安,14.11,-0.23,-1.604,14.110,14.120,14.34,14.48,14.53,14.07,8488166,120906723,15:00:00,206.891,2.17,1193192.513113,1192654.075513,1.00421,深交所
sz300678,300678,中科信息,24.53,-0.4,-1.604,24.530,24.540,24.93,25.0,25.11,24.32,4063500,99746029,16:29:00,507.867,8.448,727035.576729,716104.488693,1.39194,深交所
sz301398,301398,星源卓镁,39.18,-0.64,-1.607,39.180,39.200,39.82,39.83,40.25,38.5,1376200,54062224,16:29:00,95.561,3.981,438816.0,145824.042,3.69757,深交所
sz301059,301059,金三江,14.07,-0.23,-1.608,14.060,14.070,14.3,14.36,14.39,13.91,2737700,38480650,16:29:00,42.636,4.965,325233.678,290560.200336,1.3257,深交所
sh688006,688006,杭可科技,36.07,-0.59,-1.609,36.070,36.080,36.66,37.0,37.6,35.4,24673144,892869032,15:00:01,59.131,3.937,2177445.452264,2177445.452264,4.08718,上交所
sz300918,300918,南山智尚,12.22,-0.2,-1.61,12.210,12.220,12.42,12.43,12.52,11.99,6550586,79749511,16:29:00,43.643,1.596,618496.269794,618496.269794,1.29424,深交所
sh600153,600153,建发股份,9.77,-0.16,-1.611,9.770,9.780,9.93,9.92,10.18,9.71,16972648,167024647,15:00:03,-2.499,0.658,2832849.164327,2832849.164327,0.58536,上交所
sh603210,603210,泰鸿万立,14.01,-0.23,-1.615,14.000,14.010,14.24,14.3,14.3,13.95,2404991,33789035,15:00:03,21.772,2.461,476900.4,325981.1775,1.03362,上交所
sh603444,603444,吉比特,336.52,-5.53,-1.617,336.510,336.520,342.05,341.0,341.95,332.1,1428587,478184410,15:00:00,13.515,4.037,2424327.130852,2424327.130852,1.98302,上交所
sh688575,688575,亚辉龙,10.34,-0.17,-1.618,10.340,10.370,10.51,10.52,10.62,10.25,6309443,65324486,15:00:00,258.5,2.178,590815.5022,590815.5022,1.10423,上交所
sh600675,600675,中华企业,2.43,-0.04,-1.619,2.430,2.440,2.47,2.47,2.49,2.41,27889045,68597413,15:00:00,121.5,1.024,1469210.885433,1469210.885433,0.46127,上交所
sz002019,002019,亿帆医药,10.33,-0.17,-1.619,10.320,10.330,10.5,10.49,10.5,10.32,7726475,80173626,15:00:00,31.303,1.413,1256530.957805,870321.409065,0.91707,深交所
sz002761,002761,浙江建投,7.9,-0.13,-1.619,7.900,7.910,8.03,8.04,8.07,7.85,8805268,69870515,15:00:00,60.769,1.207,1046648.64616,854613.24285,0.81395,深交所
sz001306,001306,夏厦精密,61.9,-1.02,-1.621,61.900,61.910,62.92,62.95,64.0,61.5,512200,31986358,15:00:00,-229.259,3.03,389045.214,95943.60725,3.30456,深交所
sh601111,601111,中国国航,6.67,-0.11,-1.622,6.670,6.680,6.78,6.71,6.75,6.64,116297900,776830847,15:00:01,-60.636,2.646,11638096.807,7762619.019158,0.99929,上交所
sh688062,688062,迈威生物,28.51,-0.47,-1.622,28.510,28.550,28.98,28.88,29.26,27.71,7612597,216038070,15:00:01,-11.733,119.239,1273627.8002,582088.67,3.72856,上交所
sz002390,002390,信邦制药,3.03,-0.05,-1.623,3.030,3.040,3.08,3.06,3.09,3.02,18672886,56876377,15:00:00,47.792,0.861,588987.116004,584120.569677,0.96862,深交所
sz300869,300869,康泰医学,11.51,-0.19,-1.624,11.510,11.520,11.7,11.72,11.75,11.44,2263100,26137940,16:29:15,-191.833,2.729,462475.629377,304023.674777,0.85678,深交所
sh603887,603887,城地香江,12.09,-0.2,-1.627,12.090,12.100,12.29,12.23,12.32,11.78,11929145,143514053,15:00:00,-108.528,2.089,727853.569989,727853.569989,1.98149,上交所
sh688060,688060,云涌科技,39.31,-0.65,-1.627,39.300,39.310,39.96,40.0,40.39,38.67,521898,20582089,15:00:03,-191.943,2.668,236609.751768,236609.751768,0.86707,上交所
bj920159,920159,农大科技,33.83,-0.56,-1.628,33.830,33.860,34.39,34.43,34.51,33.67,527939,17898276,15:30:02,14.274,2.314,257108.0,48715.2,3.66624,北交所
sz002016,002016,世荣兆业,4.83,-0.08,-1.629,4.830,4.840,4.91,4.9,4.93,4.76,12322700,59625566,15:00:00,28.445,0.792,390793.190256,390793.190256,1.52302,深交所
sh600230,600230,沧州大化,15.09,-0.25,-1.63,15.080,15.090,15.34,15.36,15.36,14.64,9879754,148006683,15:00:03,202.55,1.536,624667.171635,624667.171635,2.38664,上交所
sh600853,600853,龙建股份,3.62,-0.06,-1.63,3.620,3.630,3.68,3.7,3.7,3.6,6950300,25239586,15:00:01,9.526,1.028,366957.968652,366957.968652,0.68564,上交所
sh600754,600754,锦江酒店,20.5,-0.34,-1.631,20.500,20.510,20.84,20.8,20.98,20.39,10489865,215910088,15:00:02,23.563,1.356,2185911.8102,1857390.32915,1.15777,上交所
sh688701,688701,卓锦股份,9.65,-0.16,-1.631,9.620,9.650,9.81,9.81,10.09,9.52,3382665,32718704,15:00:03,-21.444,9.973,129577.66398,129577.66398,2.51916,上交所
bj920009,920009,丹娜生物,37.38,-0.62,-1.632,37.380,37.590,38.0,37.78,38.16,36.9,183652,6867354,15:30:02,18.69,4.164,289866.948,37679.04,1.82194,北交所
sz000557,000557,西部创业,4.22,-0.07,-1.632,4.220,4.230,4.29,4.29,4.32,4.2,8285484,35282152,15:00:00,21.037,0.963,615434.13817,615240.635556,0.56831,深交所
sh600161,600161,天坛生物,13.25,-0.22,-1.633,13.250,13.260,13.47,13.42,13.49,13.23,8350975,111373689,15:00:01,24.091,2.209,2620017.16595,2620017.16595,0.42233,上交所
sz300760,300760,迈瑞医疗,146.99,-2.44,-1.633,146.990,147.000,149.43,149.02,149.16,146.71,8225927,1213625584,16:29:45,21.891,4.443,17821676.050406,17806085.761842,0.67905,深交所
sh688306,688306,均普智能,9.03,-0.15,-1.634,9.030,9.040,9.18,9.28,9.35,8.96,12765017,116330150,15:00:01,903.0,6.34,1109139.3684,1109139.3684,1.03926,上交所
sh601933,601933,永辉超市,3.61,-0.06,-1.635,3.600,3.610,3.67,3.67,3.71,3.58,147183153,533773182,15:00:03,-12.448,15.31,3276088.354473,3276088.354473,1.62185,上交所
bj920433,920433,大唐药业,4.81,-0.08,-1.636,4.810,4.830,4.89,4.87,4.94,4.74,1221597,5945117,15:30:02,-14.576,3.242,123097.366561,81441.186476,0.72149,北交所
sh600576,600576,祥源文旅,6.01,-0.1,-1.637,6.000,6.010,6.11,6.15,6.16,5.93,14157970,85141936,15:00:03,54.636,2.449,633783.61244,396894.439883,2.14388,上交所
sh600579,600579,中化装备,6.61,-0.11,-1.637,6.600,6.610,6.72,6.78,6.82,6.57,4807600,31944306,15:00:03,-27.542,2.15,326270.101699,326270.101699,0.97399,上交所
sh605189,605189,富春染织,14.41,-0.24,-1.638,14.400,14.410,14.65,14.7,14.77,14.11,6314323,90309581,15:00:01,36.025,1.8,343296.547099,343296.547099,2.65046,上交所
sz002242,002242,九阳股份,9.0,-0.15,-1.639,9.000,9.010,9.15,9.15,9.15,8.86,10339304,92807002,15:00:00,56.25,1.971,686715.3,685517.1525,1.35742,深交所
sz300422,300422,博世科,5.4,-0.09,-1.639,5.390,5.400,5.49,5.44,5.53,5.29,13825361,74643690,16:29:00,-4.122,4.348,288295.41006,279041.42736,2.67548,深交所
sh601026,601026,道生天合,17.39,-0.29,-1.64,17.390,17.400,17.68,17.69,17.77,17.34,2231033,38929576,15:00:01,47.0,4.349,1146696.6,193178.01491,2.00839,上交所
sz301386,301386,未来电器,23.39,-0.39,-1.64,23.380,23.390,23.78,23.75,23.75,22.98,1272800,29600861,16:29:15,33.948,2.15,327460.0,105255.0,2.82844,深交所
sh603312,603312,西典新能,38.37,-0.64,-1.641,38.370,38.400,39.01,39.1,39.92,37.5,2261500,86922587,15:00:03,23.685,3.33,613918.0815,195378.1215,4.44132,上交所
sz300886,300886,华业香料,24.57,-0.41,-1.641,24.570,24.600,24.98,24.98,25.53,23.95,2074089,50814456,16:29:15,60.742,3.082,183778.686,115305.41295,4.4196,深交所
sz300905,300905,宝丽迪,61.75,-1.03,-1.641,61.750,61.760,62.78,62.81,63.33,60.3,9451240,583943444,16:29:00,72.647,5.577,1105421.9228,862315.476425,6.76799,深交所
bj920656,920656,海昇药业,14.38,-0.24,-1.642,14.380,14.400,14.62,14.61,14.61,14.17,424946,6071619,15:30:02,20.841,1.987,143800.0,46557.092078,1.31252,北交所
sh601279,601279,英利汽车,3.59,-0.06,-1.644,3.580,3.590,3.65,3.65,3.68,3.56,9158800,32968533,15:00:03,-67.736,1.373,569297.168615,569297.168615,0.57756,上交所
sz000959,000959,首钢股份,3.59,-0.06,-1.644,3.590,3.600,3.65,3.65,3.68,3.55,35153405,126751083,15:00:00,27.96,0.554,2784033.28583,2675127.058036,0.47176,深交所
sh600165,600165,ST宁科,2.99,-0.05,-1.645,2.990,3.000,3.04,3.04,3.04,2.96,4636000,13838710,15:00:03,-53.393,4.225,483149.248725,219141.180154,0.63254,上交所
sh688338,688338,赛科希德,25.71,-0.43,-1.645,25.710,25.840,26.14,26.3,26.31,25.55,740793,19113310,15:00:03,30.247,1.597,272892.1104,272892.1104,0.69792,上交所
sh600523,600523,贵航股份,11.95,-0.2,-1.646,11.940,11.950,12.15,12.35,12.39,11.88,3953980,47646599,15:00:00,24.896,1.486,483152.0274,482833.3209,0.9786,上交所
sh688776,688776,国光电气,63.34,-1.06,-1.646,63.340,63.360,64.4,64.37,64.99,61.41,2073314,130534936,15:00:03,-69.604,4.021,686500.575946,686500.575946,1.91294,上交所
sz002099,002099,海翔药业,5.97,-0.1,-1.647,5.970,5.980,6.07,6.15,6.35,5.94,61819950,380866433,15:00:00,-99.5,1.956,966373.006041,964370.136711,3.82701,深交所
sh603027,603027,千禾味业,7.76,-0.13,-1.648,7.760,7.770,7.89,7.91,7.94,7.72,16791071,131188322,15:00:01,29.709,2.944,1034505.319712,969701.524792,1.3437,上交所
sh605011,605011,杭州热电,22.68,-0.38,-1.648,22.680,22.690,23.06,22.61,23.18,22.22,11744030,266110446,15:00:03,48.255,3.672,907426.8,907426.8,2.93527,上交所
sz000685,000685,中山公用,11.34,-0.19,-1.648,11.330,11.340,11.53,11.47,11.54,11.28,20021860,228055160,15:00:00,8.859,0.865,1664407.10142,1413623.91996,1.60614,深交所
sz000019,000019,深粮控股,6.56,-0.11,-1.649,6.560,6.570,6.67,6.67,6.71,6.52,8813640,57827032,15:00:00,31.09,1.496,756063.126624,273031.402992,2.11761,深交所
sz002078,002078,太阳纸业,13.72,-0.23,-1.649,13.720,13.730,13.95,13.95,14.1,13.66,13107211,181187137,15:00:00,11.828,1.228,3834102.183268,3810530.357536,0.47193,深交所
sh603162,603162,海通发展,11.32,-0.19,-1.651,11.300,11.320,11.51,11.42,11.55,11.19,10964847,124355653,15:00:00,22.196,3.348,1554476.58962,468215.365448,2.65096,上交所
sz002278,002278,神开股份,8.93,-0.15,-1.652,8.930,8.940,9.08,9.08,9.15,8.82,8684057,77416225,15:00:00,57.613,2.456,347035.797202,297148.291478,2.60976,深交所
bj920735,920735,德源药业,24.98,-0.42,-1.654,24.960,24.980,25.4,25.37,25.39,24.59,1854886,46009728,15:30:02,12.366,2.451,322360.877322,285104.119092,1.6252,北交所
sh600078,600078,澄星股份,11.89,-0.2,-1.654,11.890,11.900,12.09,12.18,12.21,11.6,20457200,243473494,15:00:02,936.22,4.722,804730.491729,787799.131729,3.08754,上交所
sh603730,603730,岱美股份,12.48,-0.21,-1.655,12.480,12.490,12.69,12.67,12.89,12.21,25965642,325783046,15:00:03,40.258,5.391,2681435.275584,2681435.275584,1.2085,上交所
sh600019,600019,宝钢股份,5.94,-0.1,-1.656,5.940,5.950,6.04,6.03,6.07,5.91,127650981,762913710,15:00:03,12.375,0.621,12938558.340906,12938558.340906,0.58604,上交所
sz002597,002597,金禾实业,20.78,-0.35,-1.656,20.780,20.790,21.13,21.01,21.34,20.77,5076805,106360057,15:00:00,32.984,1.494,1180968.706484,1178738.889882,0.89499,深交所
sh600771,600771,广誉远,14.84,-0.25,-1.657,14.840,14.850,15.09,15.11,15.14,14.84,5295338,79159433,15:00:03,114.154,4.274,726404.853244,726404.853244,1.0818,上交所
sz000421,000421,南京公用,5.93,-0.1,-1.658,5.920,5.930,6.03,6.06,6.08,5.88,8241600,48960736,15:00:00,70.933,1.209,340628.530262,340557.704121,1.43508,深交所
sh600909,600909,华安证券,7.11,-0.12,-1.66,7.110,7.120,7.23,7.27,7.35,7.03,142785851,1016966104,15:00:01,15.8,1.354,3572212.796658,3572212.796658,2.84196,上交所
sh603053,603053,成都燃气,9.47,-0.16,-1.661,9.470,9.480,9.63,9.63,9.63,9.42,2910600,27643945,15:00:03,17.537,1.666,841778.83,841778.83,0.32744,上交所
sh688076,688076,ST诺泰,29.56,-0.5,-1.663,29.560,29.570,30.06,30.06,30.06,29.48,1532867,45350040,15:00:03,27.887,2.998,934249.407532,934249.407532,0.485,上交所
sh600517,600517,国网英大,5.32,-0.09,-1.664,5.320,5.330,5.41,5.41,5.43,5.29,24906611,132717330,15:00:01,12.009,1.27,3042207.815808,3042207.815808,0.43555,上交所
sh688357,688357,建龙微纳,28.9,-0.49,-1.667,28.800,28.900,29.39,29.3,29.78,28.03,1624492,46682261,15:00:02,29.49,1.644,289173.03875,289173.03875,1.62352,上交所
sz301318,301318,维海德,22.42,-0.38,-1.667,22.420,22.470,22.8,22.98,22.98,22.12,1238000,27806519,16:29:45,35.031,1.606,303340.10017,208912.23919,1.32859,深交所
sh601669,601669,中国电建,5.3,-0.09,-1.67,5.300,5.310,5.39,5.38,5.38,5.29,144648144,768199053,15:00:03,10.045,0.62,9129864.44702,6927908.7005,1.10659,上交所
sh603599,603599,广信股份,11.18,-0.19,-1.671,11.180,11.190,11.37,11.42,11.48,11.08,10369348,115991196,15:00:01,15.528,0.996,1017681.12771,1017681.12771,1.13915,上交所
sz000922,000922,佳电股份,12.94,-0.22,-1.672,12.930,12.940,13.16,13.17,13.28,12.65,14548834,187696059,15:00:00,34.973,2.301,1079172.946096,912178.388682,2.06387,深交所
sh688373,688373,盟科药业,4.7,-0.08,-1.674,4.700,4.710,4.78,4.79,4.79,4.62,9254619,43314094,15:00:03,-12.703,16.955,308427.3386,284649.81065,1.52808,上交所
sh600267,600267,海正药业,9.98,-0.17,-1.675,9.980,9.990,10.15,10.15,10.2,9.95,12602400,126662551,15:00:02,21.696,1.337,1196363.673608,1196363.673608,1.05129,上交所
sh600308,600308,华泰股份,3.52,-0.06,-1.676,3.510,3.520,3.58,3.59,3.6,3.5,9663495,34128639,15:00:03,-88.0,0.59,533938.301952,533938.301952,0.63707,上交所
sh600959,600959,江苏有线,3.52,-0.06,-1.676,3.510,3.520,3.58,3.59,3.59,3.5,34782543,122770917,15:00:03,70.4,0.774,1760252.625472,1760252.625472,0.69555,上交所
sh600790,600790,轻纺城,4.1,-0.07,-1.679,4.100,4.110,4.17,4.17,4.19,4.07,19481400,79870460,15:00:00,-410.0,1.01,600974.28048,600974.28048,1.32907,上交所
sz300829,300829,金丹科技,17.57,-0.3,-1.679,17.560,17.570,17.87,17.87,17.93,17.26,5320100,93084405,16:29:15,31.945,1.637,399322.362999,292770.370067,3.19275,深交所
sh603689,603689,皖天然气,8.19,-0.14,-1.681,8.180,8.190,8.33,8.26,8.35,8.15,7470310,61514597,15:00:03,12.409,1.141,430641.129555,428703.883335,1.42714,上交所
sz301259,301259,艾布鲁,35.09,-0.6,-1.681,35.080,35.090,35.69,35.64,35.79,34.16,2747900,95746751,16:29:30,181.813,6.183,547404.0,351043.739167,2.74677,深交所
sz002476,002476,宝莫股份,5.26,-0.09,-1.682,5.260,5.280,5.35,5.35,5.38,5.2,9189051,48377686,15:00:00,102.734,3.341,321912.0,321912.0,1.50148,深交所
sz001215,001215,千味央厨,39.15,-0.67,-1.683,39.140,39.150,39.82,39.65,39.97,38.6,2327600,91006214,15:00:00,59.318,2.046,380383.14609,379369.92843,2.40202,深交所
sh600502,600502,安徽建工,5.25,-0.09,-1.685,5.240,5.250,5.34,5.3,5.36,5.2,27721000,146271366,15:00:01,6.563,0.739,901180.31745,901180.31745,1.61494,上交所
sz002556,002556,辉隆股份,5.25,-0.09,-1.685,5.240,5.250,5.34,5.35,5.37,5.22,9173650,48308883,15:00:00,25.0,1.359,496921.992,496397.8845,0.97022,深交所
sz301616,301616,浙江华业,39.1,-0.67,-1.685,39.060,39.100,39.77,40.01,40.05,38.92,665870,26124462,16:29:45,14.899,2.143,312800.0,111051.00281,2.34446,深交所
sz002267,002267,陕天然气,7.58,-0.13,-1.686,7.580,7.590,7.71,7.68,7.69,7.56,7192702,54747324,15:00:00,14.435,1.201,842953.18731,842953.18731,0.64678,深交所
sz300458,300458,全志科技,33.23,-0.57,-1.686,33.230,33.240,33.8,33.83,34.09,32.4,36514485,1211331754,16:29:45,103.844,9.914,3291474.227134,2631497.510388,4.61097,深交所
sz300034,300034,钢研高纳,18.07,-0.31,-1.687,18.070,18.080,18.38,18.52,18.57,17.78,12961089,234102629,16:29:45,163.529,3.736,1440109.544341,1386071.505689,1.68972,深交所
sz300641,300641,正丹股份,15.15,-0.26,-1.687,15.140,15.150,15.41,15.46,15.56,15.1,4857850,74111284,16:29:00,11.14,2.429,796200.38715,796200.38715,0.92435,深交所
sz300699,300699,光威复材,29.13,-0.5,-1.687,29.120,29.130,29.63,29.56,29.66,28.6,14559285,423175672,16:29:15,39.828,4.172,2421728.376,2392769.948787,1.77247,深交所
sh688638,688638,誉辰智能,36.08,-0.62,-1.689,36.080,36.380,36.7,36.9,38.39,35.51,1138857,41310717,15:00:03,-13.28,2.644,202048.0,95471.367376,4.3039,上交所
sh688137,688137,近岸蛋白,41.29,-0.71,-1.69,41.290,41.300,42.0,42.2,42.2,40.38,678213,27840050,15:00:03,-37.198,1.434,289754.387631,289754.387631,0.96645,上交所
sz000901,000901,航天科技,18.61,-0.32,-1.69,18.610,18.620,18.93,19.02,19.06,18.15,18741739,348054480,15:00:00,211.477,3.497,1485452.816566,1485437.882041,2.34802,深交所
sh600587,600587,新华医疗,13.37,-0.23,-1.691,13.370,13.380,13.6,13.64,13.64,13.37,4294730,57899066,15:00:02,15.368,1.033,811083.762013,811083.762013,0.70795,上交所
sh603223,603223,恒通股份,9.88,-0.17,-1.692,9.880,9.890,10.05,10.31,10.31,9.85,14854728,148975613,15:00:03,23.524,1.706,697352.326684,697352.326684,2.1046,上交所
sh603729,603729,ST龙韵,13.34,-0.23,-1.695,13.330,13.340,13.57,13.52,13.61,13.2,1869200,24970047,15:00:03,-11.5,4.45,122948.2434,122948.2434,2.0281,上交所
sh603268,603268,松发股份,130.3,-2.25,-1.697,130.280,130.300,132.55,133.88,133.88,125.58,8513716,1097964988,15:00:03,44.02,11.995,12649241.28809,3039244.78976,3.65004,上交所
sh600955,600955,维远股份,16.21,-0.28,-1.698,16.210,16.220,16.49,16.47,16.54,16.07,3816700,61736345,15:00:03,-8.956,1.162,891550.0,891550.0,0.69395,上交所
sz002134,002134,天津普林,27.78,-0.48,-1.699,27.780,27.800,28.26,28.0,28.46,26.85,11825800,327204841,15:00:00,1389.0,13.429,688272.507396,687828.09129,4.7762,深交所
sh603906,603906,龙蟠科技,24.87,-0.43,-1.7,24.860,24.870,25.3,25.27,25.27,24.2,23459519,578953304,15:00:00,-95.654,6.342,1930190.310222,1400172.302961,4.1669,上交所
sz300541,300541,先进数通,10.98,-0.19,-1.701,10.980,10.990,11.17,11.14,11.21,10.85,7856782,86256456,16:29:45,39.214,2.705,472188.852216,426043.881486,2.02485,深交所
sz002264,002264,新 华 都,6.93,-0.12,-1.702,6.930,6.940,7.05,7.03,7.12,6.8,19714001,136235613,15:00:00,28.875,2.394,498829.2309,453764.48733,3.01077,深交所
sz002929,002929,润建股份,69.3,-1.2,-1.702,69.300,69.320,70.5,70.5,72.22,68.26,19309994,1340853126,15:00:00,495.0,3.105,1968695.77212,1485722.33271,9.00695,深交所
sz301256,301256,华融化学,11.55,-0.2,-1.702,11.540,11.550,11.75,11.75,11.84,11.32,5034000,57940954,16:29:45,77.0,3.177,554400.0,554400.0,1.04875,深交所
sh601858,601858,中国科传,24.8,-0.43,-1.704,24.790,24.800,25.23,25.22,25.54,24.72,9493600,238171747,15:00:01,40.656,3.435,1960440.0,1960440.0,1.20096,上交所
sh603236,603236,移远通信,52.49,-0.91,-1.704,52.490,52.500,53.4,53.18,53.8,51.3,8116053,424456249,15:00:03,16.403,3.023,2115099.178963,1922817.438284,2.21556,上交所
sz000715,000715,中兴商业,5.19,-0.09,-1.705,5.180,5.190,5.28,5.27,5.28,5.12,9209464,47647916,15:00:00,24.714,1.378,280485.568818,252417.17067,1.89358,深交所
sh688339,688339,亿华通,21.9,-0.38,-1.706,21.900,21.910,22.28,22.43,22.69,21.42,3276423,71653036,15:00:03,-7.157,2.733,526765.25739,428773.79061,1.67346,上交所
sz002573,002573,清新环境,3.45,-0.06,-1.709,3.440,3.450,3.51,3.51,3.52,3.43,7949600,27484600,15:00:00,-11.601,0.889,488267.142255,487486.096755,0.5626,深交所
sh601231,601231,环旭电子,39.65,-0.69,-1.71,39.650,39.660,40.34,39.54,41.98,39.01,52413120,2119579645,15:00:03,46.647,4.097,9472801.63427,9472801.63427,2.19384,上交所
sz000042,000042,中洲控股,9.77,-0.17,-1.71,9.770,9.780,9.94,9.95,9.96,9.7,4833244,47276339,15:00:00,-7.198,2.866,649540.022803,648817.335903,0.7278,深交所
sz000930,000930,中粮科技,5.17,-0.09,-1.711,5.170,5.180,5.26,5.27,5.28,5.14,18280286,94839192,15:00:00,249.758,0.922,959780.718732,959731.95736,0.98474,深交所
sz002443,002443,金洲管道,11.49,-0.2,-1.711,11.490,11.500,11.69,11.56,11.74,11.05,32832000,374462515,15:00:00,40.644,1.707,598095.31248,596821.131228,6.32082,深交所
sz301135,301135,瑞德智能,18.37,-0.32,-1.712,18.360,18.370,18.69,18.79,18.9,18.01,2710330,49790521,16:29:00,68.037,1.941,238422.146842,185507.701687,2.68392,深交所
