代码,股票代码,名称,最新价,涨跌额,涨跌幅,buy,sell,昨收,今开,最高,最低,成交量,成交额,ticktime,市盈率,市净率,总市值,流通市值,换手率,交易所
sz300475,300475,香农芯创,175.13,8.04,4.812,175.130,175.140,167.09,168.0,179.35,165.3,34848336,6050831569,16:29:00,148.415,16.922,8223084.965471,7883177.320083,7.74179,深交所
sh600370,600370,*ST三房,1.53,0.07,4.795,1.530,0.000,1.46,1.42,1.53,1.41,121620593,181809526,15:00:02,-6.737,1.252,615464.215596,615464.215596,3.0234,上交所
sz301630,301630,同宇新材,256.52,11.72,4.788,256.520,256.530,244.8,246.29,259.78,240.0,1401076,352473606,16:29:30,68.846,5.862,1026080.0,256520.0,14.01076,深交所
sz000807,000807,云铝股份,30.29,1.38,4.773,30.290,30.300,28.91,29.71,30.42,29.23,75570616,2257814056,15:00:00,17.309,2.946,10504442.979745,10504333.014929,2.17913,深交所
sz300627,300627,华测导航,29.23,1.33,4.767,29.230,29.240,27.9,28.5,29.7,28.26,16020731,463100856,16:29:45,33.141,5.265,2300086.634273,1899961.700769,2.46471,深交所
sh688167,688167,炬光科技,441.5,20.02,4.75,441.450,441.500,421.48,428.0,441.81,418.0,3952110,1709895524,15:34:59,-1026.744,17.741,3967297.9846,3967297.9846,4.3981,上交所
sh603052,603052,可川科技,92.18,4.17,4.738,92.180,92.190,88.01,90.05,94.8,89.77,6436500,592450960,15:00:03,1152.25,16.26,1732037.145476,1732037.145476,3.42554,上交所
sz002194,002194,武汉凡谷,11.51,0.52,4.732,11.510,11.520,10.99,10.99,12.09,10.88,60175763,704011808,15:00:00,-673.099,3.175,786461.962706,588021.55635,11.77887,深交所
bj920001,920001,纬达光电,16.2,0.73,4.719,16.190,16.200,15.47,15.25,16.29,15.2,5404317,86024204,15:30:02,-124.615,3.51,248923.05048,143679.4524,6.09342,北交所
bj920491,920491,奥迪威,27.36,1.23,4.707,27.350,27.360,26.13,26.39,27.68,25.73,5387714,144797406,15:30:02,40.836,3.559,386167.74048,316183.640256,4.6621,北交所
sz301666,301666,大普微,757.0,34.0,4.703,757.000,757.020,723.0,708.4,759.01,695.98,5477677,3976786157,16:29:00,-620.492,411.704,33021578.452,2007287.1651,20.65774,深交所
sz003019,003019,宸展光电,42.31,1.9,4.702,42.300,42.310,40.41,40.25,42.38,38.4,9842318,396442699,15:00:00,37.442,4.345,748685.430929,723691.856179,5.75422,深交所
sz300461,300461,田中精机,49.76,2.23,4.692,49.740,49.760,47.53,47.53,51.8,46.5,10233560,504938749,16:29:30,497.6,14.407,781514.099392,715067.406832,7.12131,深交所
sz301577,301577,美信科技,86.39,3.86,4.677,86.380,86.390,82.53,79.17,86.67,78.5,4149331,344406909,16:29:00,-785.364,5.287,389009.8505,162768.738045,22.0227,深交所
sz000509,000509,华塑控股,5.15,0.23,4.675,5.140,5.150,4.92,4.68,5.41,4.56,271117382,1359419407,15:00:00,-515.0,45.697,552660.94678,552659.27612,25.26429,深交所
sz000791,000791,甘肃能源,10.08,0.45,4.673,10.070,10.080,9.63,9.55,10.1,9.26,117091605,1142922877,15:00:00,15.939,2.102,3269790.459936,1951117.344288,6.04927,深交所
sh688150,688150,莱特光电,52.32,2.33,4.661,52.320,52.350,49.99,49.99,52.75,49.61,14327471,736640508,15:00:03,95.127,10.797,2105553.44472,2105553.44472,3.56017,上交所
sz002475,002475,立讯精密,74.0,3.29,4.653,73.990,74.000,70.71,70.01,74.83,68.15,232560683,16748451139,15:00:00,32.314,6.109,53965702.9884,53842035.6388,3.19629,深交所
sh603341,603341,龙旗科技,39.67,1.76,4.643,39.670,39.680,37.91,40.0,40.4,38.36,30422943,1202145163,15:00:01,31.236,2.87,2073117.084748,1056066.300577,11.42805,上交所
bj920489,920489,佳先股份,15.8,0.7,4.636,15.800,15.810,15.1,15.11,16.09,15.03,3686165,57929081,15:30:02,-1025.974,4.494,215605.536,137184.33582,4.24549,北交所
sh688619,688619,罗普特,18.37,0.81,4.613,18.370,18.380,17.56,17.56,18.5,16.98,7880296,140691153,15:00:03,-14.352,5.18,340649.683154,340649.683154,4.24956,上交所
sh601600,601600,中国铝业,11.81,0.52,4.606,11.800,11.810,11.29,11.43,11.88,11.37,381918377,4441864892,15:00:03,15.959,2.512,20260021.137187,15557744.266951,2.89917,上交所
sh601899,601899,紫金矿业,31.58,1.39,4.604,31.570,31.580,30.19,30.36,31.74,30.12,333321356,10347790078,15:00:01,16.195,4.257,83973476.776276,65060462.73612,1.61792,上交所
bj920015,920015,锦华新材,44.77,1.97,4.603,44.770,44.780,42.8,42.98,44.82,42.78,2139177,94018377,15:30:02,24.623,3.556,606931.968159,179135.69388,5.34628,北交所
sh688082,688082,盛美上海,225.05,9.9,4.601,225.010,225.050,215.15,217.0,233.17,210.33,10829749,2404811917,15:00:03,72.597,7.961,10860838.485945,10744180.37518,2.26842,上交所
bj920575,920575,*ST康乐,4.1,0.18,4.592,4.090,4.100,3.92,3.9,4.25,3.79,10822684,43417834,15:30:02,-1.99,-15.904,115185.4,77013.8588,5.76169,北交所
sh603728,603728,鸣志电器,62.51,2.74,4.584,62.510,62.520,59.77,60.93,64.55,60.93,13043679,818191087,15:00:03,428.444,8.806,2618434.5075,2618434.5075,3.11392,上交所
sz002536,002536,飞龙股份,40.45,1.77,4.576,40.450,40.460,38.68,38.76,40.58,37.38,41651652,1629964517,15:00:00,73.359,6.62,2325008.91696,2202102.348375,7.65091,深交所
sh600330,600330,天通股份,32.0,1.4,4.575,31.990,32.000,30.6,30.5,32.6,29.85,159963853,5016853084,15:00:01,-235.294,5.089,3946990.1312,3946990.1312,12.96898,上交所
sh688807,688807,优迅股份,407.39,17.39,4.459,407.390,407.450,390.0,389.77,426.0,381.18,2188238,882652813,15:00:02,277.136,18.126,3259120.0,612537.589784,14.55366,上交所
sz002547,002547,*ST春兴,3.75,0.16,4.457,3.740,3.750,3.59,3.56,3.77,3.55,61494499,227177320,15:00:00,-9.665,-9.68,423021.438,414302.68725,5.56608,深交所
sz300201,300201,海伦哲,20.25,0.86,4.435,20.250,20.260,19.39,19.64,21.24,19.3,97506775,1984376747,16:29:15,64.759,10.852,2043313.304175,2032387.635375,9.71523,深交所
sz301603,301603,乔锋智能,131.5,5.58,4.431,131.480,131.500,125.92,125.93,134.46,124.14,3060187,399566888,16:29:00,45.189,6.348,1587994.0,496180.4025,8.11025,深交所
sz002409,002409,雅克科技,109.63,4.64,4.419,109.620,109.630,104.99,104.87,112.0,103.4,25524881,2783748883,15:00:00,52.16,6.441,5217595.133914,3491964.875361,8.01352,深交所
sh603039,603039,泛微网络,42.08,1.78,4.417,42.070,42.080,40.3,41.5,42.13,39.55,24238859,992956940,15:00:03,36.912,4.889,1294545.526368,1294545.526368,7.87899,上交所
sz000678,000678,襄阳轴承,12.16,0.51,4.378,12.160,12.170,11.65,11.75,12.16,11.7,17978772,215785206,15:00:00,-110.545,7.174,558887.945152,558887.945152,3.91173,深交所
sz301018,301018,申菱环境,98.9,4.13,4.358,98.900,98.910,94.77,95.89,101.19,94.5,13754957,1347328460,16:29:30,122.099,13.413,3701642.44271,2797118.47111,4.86345,深交所
sz002831,002831,裕同科技,41.01,1.71,4.351,41.010,41.020,39.3,39.3,41.78,39.11,14053358,573664349,15:00:00,23.434,3.061,3775025.8635,2095583.191119,2.7502,深交所
sh603226,603226,菲林格尔,49.04,2.04,4.34,49.000,49.040,47.0,47.94,49.08,45.2,5595470,263288569,15:00:01,-222.909,20.472,1743331.64008,1743331.64008,1.57401,上交所
sh603087,603087,甘李药业,54.99,2.28,4.326,54.990,55.000,52.71,52.98,55.36,52.55,10290868,560437815,15:00:03,28.492,2.777,3284580.024531,3067664.33142,1.84471,上交所
sz000988,000988,华工科技,149.25,6.18,4.32,149.250,149.260,143.07,144.8,151.36,141.22,77533040,11402516967,15:00:00,101.531,12.84,15007127.901975,14999410.930725,7.71484,深交所
sz300553,300553,集智股份,63.42,2.62,4.309,63.420,63.430,60.8,60.43,64.67,59.36,4006440,248656607,16:29:30,373.059,8.291,704107.504506,538406.65851,4.71927,深交所
sz300756,300756,金马游乐,33.72,1.39,4.299,33.700,33.720,32.33,32.33,34.15,31.17,7662980,253558824,16:29:45,66.118,5.018,743989.467912,647410.407468,3.99122,深交所
sz000070,000070,特发信息,17.74,0.73,4.292,17.730,17.740,17.01,16.94,17.96,16.73,54674521,955172180,15:00:00,-32.231,15.397,1540529.091526,1519833.770734,6.38179,深交所
sh688655,688655,迅捷兴,48.88,2.0,4.266,48.870,48.880,46.88,47.61,49.76,45.0,9760386,465274305,15:34:59,-287.529,9.992,652010.32,652010.32,7.31718,上交所
sh603272,603272,*ST联翔,46.01,1.88,4.26,46.000,46.010,44.13,42.0,46.33,42.0,3786412,168460230,15:00:01,-383.417,8.849,476787.827,476787.827,3.65389,上交所
bj920375,920375,派诺科技,13.76,0.56,4.242,13.740,13.760,13.2,13.91,13.98,13.22,4817321,65717692,15:30:02,152.889,1.944,149507.6976,89324.674688,7.42083,北交所
sz301071,301071,力量钻石,75.81,3.07,4.221,75.810,75.820,72.74,72.55,77.5,71.31,31209946,2332840641,16:29:45,176.302,3.669,1973124.404853,1462155.937977,16.18176,深交所
sz000007,000007,全新好,12.1,0.49,4.22,12.100,12.110,11.61,11.62,12.29,11.62,12532041,151219640,15:00:00,2160.714,23.409,419202.13324,419202.13324,3.61729,深交所
sz301607,301607,富特科技,55.26,2.23,4.205,55.260,55.280,53.03,53.5,56.57,52.02,7527522,411655599,16:29:30,28.485,7.043,924139.543482,599141.856366,6.94278,深交所
sz000408,000408,藏格矿业,79.24,3.19,4.195,79.240,79.250,76.05,78.01,79.75,75.75,14395948,1124023885,15:00:00,32.211,7.046,12432080.510696,12431949.764696,0.91758,深交所
sh600961,600961,株冶集团,25.98,1.04,4.17,25.970,25.980,24.94,25.18,26.19,24.6,42973128,1100533415,15:00:00,26.242,5.516,2787323.282394,1953208.610004,5.71594,上交所
bj920662,920662,方盛股份,20.99,0.84,4.169,20.970,20.990,20.15,20.06,21.05,19.74,1166028,24047555,15:30:02,91.261,3.97,183767.454198,56685.766118,4.31765,北交所
sz301502,301502,华阳智能,81.0,3.24,4.167,81.000,81.030,77.76,77.78,82.37,75.18,1941850,153425200,16:29:00,216.926,5.522,462376.35,191733.2775,8.20358,深交所
sz300762,300762,上海瀚讯,33.54,1.34,4.161,33.540,33.550,32.2,32.66,34.28,31.33,40990870,1358296863,16:29:15,-176.526,9.267,2106197.199288,2106197.199288,6.52756,深交所
bj920077,920077,吉林碳谷,16.78,0.67,4.159,16.780,16.790,16.11,16.05,16.78,15.88,8196460,134633973,15:30:02,55.089,3.691,986130.088926,509027.12266,2.70195,北交所
sh688087,688087,英科再生,39.36,1.57,4.155,39.360,39.400,37.79,38.27,39.74,37.55,2882727,112105343,15:00:01,25.725,2.65,763799.5944,733062.24864,1.54781,上交所
sh603979,603979,金诚信,76.35,3.04,4.147,76.350,76.360,73.31,73.95,77.72,73.31,9440996,714562168,15:00:03,20.36,4.16,4762628.31258,4762628.31258,1.51349,上交所
sz000967,000967,盈峰环境,10.83,0.43,4.135,10.830,10.840,10.4,11.0,11.25,10.69,160558195,1760026337,15:00:00,63.706,2.07,3559919.95371,3558274.395858,4.88677,深交所
sz002396,002396,星网锐捷,22.68,0.9,4.132,22.680,22.690,21.78,21.9,23.19,21.59,39949879,897081571,15:00:00,32.129,2.457,1724937.315696,1717817.460408,5.2745,深交所
sz301132,301132,满坤科技,41.08,1.63,4.132,41.080,41.100,39.45,39.3,42.0,39.3,10427556,425016645,16:29:30,50.716,3.313,608338.310892,389194.968136,11.00641,深交所
bj920237,920237,力佳科技,18.18,0.72,4.124,18.180,18.190,17.46,16.88,18.48,16.71,4825921,85634323,15:30:02,37.102,3.265,172768.32144,169498.499364,5.17617,北交所
bj920719,920719,宁新新材,10.63,0.42,4.114,10.620,10.630,10.21,10.2,10.88,10.11,3721701,39373527,15:30:02,-1.972,8.932,98958.2842,77804.862706,5.08473,北交所
sh688485,688485,九州一轨,52.73,2.08,4.107,52.700,52.730,50.65,50.35,54.69,49.0,5870312,303645241,15:00:03,-527.3,6.336,792490.042926,468020.817994,6.61384,上交所
sh600498,600498,烽火通信,49.5,1.95,4.101,49.490,49.500,47.55,47.3,50.41,46.09,82960572,4041536924,15:00:03,137.5,3.826,6722929.0359,6294526.2072,6.524,上交所
sh601133,601133,柏诚股份,26.4,1.04,4.101,26.400,26.410,25.36,25.63,26.73,24.92,22607010,583558623,15:00:03,67.692,4.605,1393968.63936,1384381.00416,4.31113,上交所
sh688081,688081,兴图新科,52.65,2.07,4.093,52.580,52.650,50.58,50.1,53.5,49.15,2159079,111570804,15:00:03,-79.773,13.756,542505.6,542505.6,2.09538,上交所
bj920981,920981,晶赛科技,35.47,1.39,4.079,35.470,35.480,34.08,33.65,35.8,33.65,2970724,104034566,15:30:02,272.846,5.296,271231.996,136427.186259,7.72365,北交所
sh688690,688690,纳微科技,39.8,1.56,4.079,39.800,39.810,38.24,38.24,41.01,38.1,20904196,830330915,15:00:02,117.266,7.861,1607182.7647,1607182.7647,5.17668,上交所
sh603375,603375,盛景微,48.25,1.89,4.077,48.230,48.250,46.36,46.6,48.8,46.01,3832402,182575905,15:00:01,482.5,3.136,485716.668275,307742.982425,6.0087,上交所
bj920061,920061,西磁科技,23.29,0.91,4.066,23.290,23.300,22.38,22.26,23.3,22.13,1118507,25607836,15:30:02,388.167,5.879,164869.91,91679.6876,2.84142,北交所
sh688802,688802,沐曦股份,663.47,25.87,4.057,663.470,663.480,637.6,637.59,677.78,634.0,1846548,1216165475,15:00:01,-271.914,20.266,26545434.7,1203466.441631,10.18,上交所
sz301235,301235,华康洁净,63.48,2.47,4.049,63.480,63.500,61.01,61.6,64.64,59.02,4037686,248735292,16:29:15,55.684,3.619,684167.545368,461786.047152,5.55046,深交所
sh600848,600848,上海临港,9.51,0.37,4.048,9.510,9.520,9.14,9.15,9.67,9.11,35698103,339179128,15:00:03,25.026,1.43,2398885.140804,2276610.571623,1.4912,上交所
sh688048,688048,长光华芯,353.7,13.7,4.029,353.700,353.710,340.0,346.99,362.6,330.91,13343899,4670997025,15:34:59,2847.826,20.689,6235021.58391,6235021.58391,7.56972,上交所
sz001301,001301,尚太科技,95.67,3.69,4.012,95.660,95.670,91.98,92.0,96.6,90.47,8027540,762808499,15:00:00,26.355,3.473,2495096.08245,1777016.206017,4.32182,深交所
sh600183,600183,生益科技,141.07,5.44,4.011,141.070,141.080,135.63,133.21,144.33,128.67,108331795,14742603927,15:00:01,101.489,19.114,34267584.97761,33779233.281208,4.52419,上交所
sh688227,688227,品高股份,83.83,3.22,3.995,83.830,83.880,80.61,82.0,86.99,81.15,7170797,601529876,15:00:01,-182.239,7.608,947742.370325,947742.370325,6.34274,上交所
sz002213,002213,大为股份,34.38,1.32,3.993,34.380,34.390,33.06,32.97,34.77,31.67,18385356,612466344,15:00:00,-520.909,14.798,816473.15496,710414.598942,8.89746,深交所
sz002156,002156,通富微电,63.84,2.45,3.991,63.840,63.850,61.39,61.39,64.69,59.4,162998142,10193057481,15:00:00,79.8,6.187,9688338.686208,9687414.985248,10.74157,深交所
sz300747,300747,锐科激光,40.66,1.56,3.99,40.660,40.670,39.1,39.11,42.28,38.3,45356839,1828431497,16:29:45,141.083,6.634,2283465.6,2122362.22272,8.68942,深交所
bj920873,920873,中设咨询,8.35,0.32,3.985,8.350,8.360,8.03,8.0,8.39,7.82,4980233,40685352,15:30:02,-20.366,5.159,128078.14667,100038.339825,4.1569,北交所
bj920212,920212,智新电子,11.85,0.45,3.947,11.850,11.880,11.4,11.51,12.39,11.3,2873555,34083512,15:30:02,118.5,2.946,125728.5,61148.681655,5.56866,北交所
sz301568,301568,思泰克,76.4,2.9,3.946,76.400,76.440,73.5,73.0,77.48,72.58,6941922,526829885,16:29:15,70.214,7.38,788894.176,365023.92,14.52954,深交所
sh688630,688630,芯碁微装,353.3,13.41,3.945,353.300,353.580,339.89,342.52,374.99,341.0,8902300,3200734612,15:00:00,159.864,19.242,4654399.49628,4654399.49628,6.75744,上交所
sh600496,600496,精工钢构,4.22,0.16,3.941,4.210,4.220,4.06,4.05,4.28,3.97,67524990,277717496,15:00:03,13.724,0.898,839832.823006,839832.823006,3.393,上交所
sh688016,688016,心脉医疗,104.45,3.95,3.93,104.440,104.450,100.5,100.51,104.82,98.15,3491057,357087229,15:00:01,22.462,3.052,1287472.812065,1287472.812065,2.83222,上交所
sz301228,301228,实朴检测,73.2,2.75,3.903,73.200,73.220,70.45,72.0,75.5,70.87,5842942,426115692,16:29:30,-126.207,14.66,878400.0,874302.95208,4.89194,深交所
sz301528,301528,多浦乐,68.68,2.58,3.903,68.670,68.680,66.1,66.5,72.61,65.58,2336141,160901186,16:29:45,63.936,2.716,425129.2,218628.831092,7.33875,深交所
sz003031,003031,中瓷电子,142.04,5.33,3.899,142.040,142.050,136.71,137.71,143.35,134.0,10842285,1517154849,15:00:00,113.632,9.694,6406754.809236,4831585.709984,3.18744,深交所
sz002072,002072,凯瑞德,8.0,0.3,3.896,7.990,8.000,7.7,7.78,8.45,7.57,23498787,187904074,15:00:00,-132.67,12.729,294144.0,294025.44,6.39367,深交所
sz002888,002888,惠威科技,19.33,0.72,3.869,19.330,19.340,18.61,18.85,19.61,18.2,6583200,124406655,15:00:00,138.071,7.497,285394.715396,144826.19766,8.78662,深交所
sh603418,603418,友升股份,54.0,2.01,3.866,54.000,54.010,51.99,52.0,54.0,51.76,2975294,158312776,15:00:01,17.252,2.253,1042569.5976,223368.9048,7.19285,上交所
sz300752,300752,隆利科技,15.06,0.56,3.862,15.060,15.070,14.5,14.34,15.48,14.15,35646380,536551589,16:29:00,55.778,3.869,486241.433868,336096.98682,15.97261,深交所
sh688210,688210,统联精密,48.42,1.8,3.861,48.410,48.420,46.62,46.8,48.88,44.8,6163900,291666982,15:00:02,-1614.0,6.18,787602.179736,787602.179736,3.78943,上交所
sz301183,301183,东田微,226.83,8.4,3.846,226.800,226.830,218.43,220.01,229.85,213.54,5509163,1231328690,16:29:30,180.024,18.424,1816371.84705,1331469.779928,9.38544,深交所
bj920183,920183,海菲曼,38.47,1.42,3.833,38.470,38.500,37.05,37.09,38.5,36.63,581670,22009636,15:30:02,19.728,3.928,188318.344,43278.084469,5.17048,北交所
sh688258,688258,卓易信息,149.72,5.51,3.821,149.710,149.720,144.21,148.0,150.96,136.18,10136125,1456050123,15:00:01,226.848,18.938,1813741.572364,1813741.572364,8.36713,上交所
sz300456,300456,赛微电子,46.2,1.7,3.82,46.200,46.210,44.5,44.0,46.77,43.4,48876137,2223899366,16:29:15,22.959,5.107,3382824.67908,2760739.9512,8.17925,深交所
sz000630,000630,铜陵有色,7.08,0.26,3.812,7.070,7.080,6.82,7.01,7.15,6.86,548267434,3846267411,15:00:00,37.263,2.533,9493905.82908,7889236.655916,4.92029,深交所
sh688388,688388,嘉元科技,47.54,1.74,3.799,47.540,47.550,45.8,46.01,48.31,44.61,34784151,1630639794,15:00:01,365.692,2.676,2166273.19766,2166273.19766,7.63356,上交所
sh603663,603663,三祥新材,61.79,2.26,3.796,61.760,61.790,59.53,60.04,62.6,59.88,20913725,1281935586,15:00:00,220.679,18.818,2615569.15525,2612603.23525,4.94625,上交所
sh688606,688606,奥泰生物,49.22,1.8,3.796,49.180,49.220,47.42,47.85,49.27,46.95,708943,34240899,15:00:03,17.705,1.005,390220.36831,390220.36831,0.89422,上交所
sz301317,301317,鑫磊股份,65.49,2.39,3.788,65.490,65.540,63.1,62.93,66.48,60.21,5239660,332704889,16:29:30,35.592,8.392,1029437.31,341836.404417,10.03829,深交所
sz300134,300134,大富科技,10.43,0.38,3.781,10.430,10.440,10.05,10.05,10.58,9.92,16177800,166218758,16:29:15,-29.8,2.19,800500.420258,800500.420258,2.10786,深交所
sz300283,300283,温州宏丰,16.75,0.61,3.779,16.750,16.760,16.14,16.13,16.96,15.31,63984941,1042548006,16:30:00,335.0,7.105,832438.52185,636279.719075,16.84397,深交所
sh600184,600184,光电股份,26.67,0.97,3.774,26.670,26.690,25.7,25.67,27.33,24.49,42287245,1102648464,15:00:00,281.626,4.547,1554134.157156,1554134.157156,7.25678,上交所
sz002180,002180,奔图科技,15.95,0.58,3.774,15.940,15.950,15.37,15.58,16.78,15.58,34587657,559677906,15:00:00,-31.299,2.485,2267896.882185,2169658.55931,2.54267,深交所
sz300814,300814,中富电路,149.9,5.45,3.773,149.890,149.950,144.45,143.2,154.18,139.51,10953142,1613389638,16:29:30,936.875,17.522,2869537.67868,2869537.67868,5.72174,深交所
sz301165,301165,锐捷网络,63.71,2.31,3.762,63.700,63.710,61.4,61.81,64.4,60.55,10665559,669666738,16:29:15,72.778,13.822,7094977.268673,7094977.268673,0.95772,深交所
sh605018,605018,长华集团,14.37,0.52,3.755,14.360,14.370,13.85,13.95,14.51,13.85,11213000,159600151,15:00:00,71.85,2.386,675484.544541,675484.544541,2.38541,上交所
sz301123,301123,奕东电子,92.07,3.32,3.741,92.060,92.070,88.75,88.28,93.3,87.03,19034793,1734138127,16:29:30,-317.483,7.706,2160330.48,1519538.342652,11.53333,深交所
sz000612,000612,焦作万方,12.22,0.44,3.735,12.210,12.220,11.78,11.84,12.28,11.75,44780777,539646901,15:00:00,13.608,1.891,1456867.659468,1456867.659468,3.75615,深交所
sz300893,300893,松原安全,21.39,0.77,3.734,21.390,21.400,20.62,20.73,22.18,20.26,3914219,83336563,16:29:00,26.694,4.786,1011749.707974,536629.849455,1.5602,深交所
sh600107,600107,*ST尔雅,6.67,0.24,3.733,6.660,6.670,6.43,6.33,6.73,6.27,5617766,36568314,15:00:03,-26.68,5.923,240120.0,240120.0,1.56049,上交所
sh688757,688757,胜科纳米,38.3,1.37,3.71,38.300,38.370,36.93,36.96,40.21,36.62,10344084,403573553,15:00:01,239.375,17.251,1544682.99138,694073.92901,5.70801,上交所
sh600353,600353,旭光电子,23.22,0.83,3.707,23.220,23.230,22.39,22.48,24.03,22.12,67922441,1593541873,15:00:00,119.138,9.952,1924499.511198,1924499.511198,8.19516,上交所
sh601958,601958,金钼股份,24.06,0.86,3.707,24.060,24.070,23.2,23.35,24.93,22.31,94780246,2236001100,15:00:01,24.551,3.919,7763210.1864,7763210.1864,2.93746,上交所
sz001267,001267,汇绿生态,55.5,1.97,3.68,55.500,55.510,53.53,54.59,56.4,53.28,28875037,1590130636,15:00:00,504.545,26.545,4357663.9629,3377488.8969,4.74484,深交所
sz301097,301097,天益医疗,55.0,1.95,3.676,54.990,55.000,53.05,53.32,55.18,51.77,1097700,59042794,16:29:30,-196.429,2.908,324210.524,159177.524,3.79284,深交所
sh688677,688677,海泰新光,148.78,5.26,3.665,148.780,148.900,143.52,142.53,152.5,139.0,4310911,634153996,15:00:03,103.319,12.883,1783530.006,1783530.006,3.59611,上交所
sh603662,603662,柯力传感,60.8,2.14,3.648,60.800,60.810,58.66,60.1,62.18,59.87,7971031,486820808,15:00:02,50.248,6.121,1707445.59744,1707445.59744,2.83838,上交所
sz002783,002783,凯龙股份,8.54,0.3,3.641,8.530,8.540,8.24,8.32,8.58,8.21,21243880,178967172,15:00:00,29.448,1.602,426417.099738,393793.564444,4.60705,深交所
sz002149,002149,西部材料,58.7,2.05,3.619,58.700,58.710,56.65,57.0,58.99,54.51,51469078,2915309521,15:00:00,277.279,7.697,2865817.78838,2865377.53838,10.54393,深交所
sh688057,688057,金达莱,15.52,0.54,3.605,15.520,15.530,14.98,15.0,15.86,14.69,10468974,159711920,15:34:59,45.5,1.348,428352.0,428352.0,3.79311,上交所
sz300068,300068,ST南都,4.9,0.17,3.594,4.890,4.900,4.73,4.74,4.95,4.7,84254007,408249480,16:29:30,-1.667,3.998,440199.97651,418304.00801,9.86949,深交所
sh688012,688012,中微公司,282.8,9.8,3.59,282.790,282.800,273.0,278.46,286.32,268.44,26923612,7511327699,15:34:59,83.176,10.9,26497596.07236,26497596.07236,2.87347,上交所
sh603161,603161,科华控股,14.45,0.5,3.584,14.450,14.460,13.95,13.89,15.13,13.61,15631917,224897375,15:00:03,28.333,1.838,280919.133725,275631.94375,8.19503,上交所
bj920505,920505,九菱科技,34.16,1.18,3.578,34.160,34.180,32.98,32.95,34.28,32.5,961560,32284688,15:30:02,131.385,6.504,221307.14844,123013.323216,2.67019,北交所
sh688521,688521,芯原股份,235.4,8.1,3.564,235.400,235.470,227.3,230.93,243.97,221.31,22393553,5234304910,15:34:59,-228.544,39.339,12380045.52642,12380045.52642,4.25802,上交所
bj920227,920227,美登科技,68.03,2.33,3.546,68.030,68.040,65.7,63.91,68.26,62.01,2002161,131187944,15:30:02,61.288,6.185,264919.0245,120537.030251,11.30001,北交所
sz002995,002995,天地在线,26.0,0.89,3.544,26.000,26.010,25.11,27.43,27.62,24.41,52082458,1351268339,15:00:00,-35.971,5.751,461381.648,292284.7408,46.32961,深交所
bj920564,920564,天润科技,23.09,0.79,3.543,23.090,23.100,22.3,22.5,23.21,21.95,1429913,32525275,15:30:02,329.857,6.721,205740.260889,94647.519373,3.48838,北交所
sz300628,300628,亿联网络,39.5,1.35,3.539,39.500,39.510,38.15,38.0,39.94,37.61,23005490,901242814,16:29:00,19.22,5.012,5004206.10295,2867122.82995,3.16944,深交所
sh600012,600012,皖通高速,17.6,0.6,3.529,17.590,17.600,17.0,16.96,17.68,16.83,6714801,116957180,15:00:03,15.783,2.251,3007121.72464,2051456.0,0.57608,上交所
sz300677,300677,英科医疗,46.68,1.59,3.526,46.680,46.690,45.09,45.49,49.6,45.14,24919372,1183992388,16:29:45,29.544,1.675,3056388.231684,2173482.426936,5.35195,深交所
sz002700,002700,万憬能源,7.94,0.27,3.52,7.930,7.940,7.67,7.87,8.29,7.46,49763161,389742707,15:00:00,39.7,2.349,328420.77889,170539.964106,23.16873,深交所
sh600939,600939,重庆建工,2.99,0.1,3.46,2.990,3.000,2.89,2.9,3.05,2.89,29200175,86774129,15:00:03,-4.746,0.812,568840.008256,568840.008256,1.53485,上交所
sz000751,000751,锌业股份,5.39,0.18,3.455,5.390,5.400,5.21,5.23,5.4,5.18,59499465,316239924,15:00:00,134.75,2.357,870824.890705,759919.271881,4.22021,深交所
sz300776,300776,帝尔激光,151.0,5.0,3.425,150.990,151.000,146.0,148.73,154.51,140.54,14547945,2157351539,16:29:30,79.058,10.93,4301977.7539,2702552.6698,8.12839,深交所
sh605303,605303,园林股份,26.91,0.89,3.42,26.910,26.960,26.02,25.76,27.89,25.75,10714650,285637772,15:00:01,-25.629,5.128,433889.864928,433889.864928,6.64526,上交所
sz000063,000063,中兴通讯,36.3,1.2,3.419,36.290,36.300,35.1,35.12,36.46,34.8,177378383,6345225601,15:00:00,31.026,2.264,17364231.63981,14620265.07216,4.40405,深交所
sh688220,688220,翱捷科技,103.85,3.43,3.416,103.850,103.890,100.42,101.42,104.23,98.16,12154499,1234665616,15:00:01,-108.177,7.985,4344054.732265,3833511.96282,3.29266,上交所
sz301319,301319,唯特偶,112.67,3.72,3.414,112.670,112.900,108.95,106.0,117.38,92.41,14266615,1472066043,16:29:00,177.015,16.728,2034317.443926,1528005.876537,10.51972,深交所
sz001896,001896,豫能控股,18.25,0.6,3.399,18.250,18.260,17.65,17.13,18.88,16.43,275773304,4851887664,15:00:00,71.345,7.815,2784550.92725,2784550.92725,18.07424,深交所
sh603588,603588,高能环境,12.79,0.42,3.395,12.780,12.790,12.37,12.4,13.02,12.05,49042538,613655515,15:00:03,23.196,1.901,1948216.870503,1948216.870503,3.21963,上交所
sz300057,300057,万顺新材,9.14,0.3,3.394,9.140,9.150,8.84,8.88,9.26,8.45,92235854,810935484,16:29:15,-44.197,1.79,917264.317182,759512.053032,11.0997,深交所
